,0
5189,security architectures
5190,security architectures
5191,stakeholder expectations
5192,front- and back-end architectures
5193,remediation
5194,OWASP Top 10 security risks
5195,authorization architectures
5196,specifications
5197,Node
5198,Ruby
5199,GraphQL
5200,ruby
5201,python
5202,secure coding
5203,cryptography
5204,Bachelor’s degree
5205,deploys
5206,implements
5207,"(e.g., chatbots"
5208,utilities
5209,#NAME?
5210,"e.g., TensorFlow"
5211,algorithms
5212,Python
5213,MLOps
5214,REST APIs
5215, Familiarity
5216,MLFlow
5217, Collaborative teamwork
5218,weekly sprints
5219,an entrepreneurial mindset
5220,our codebase
5221,Scrum techniques
5222,both UI and backend services
5223,performant software
5224,Billtrust
5225,Mentor
5226,scalable software
5227,Mastery
5228,REST APIs
5229,testable application design principles
5230,Karma
5231,NUnit
5232,MySQL
5233,MongoDB
5234,DynamoDB
5235,Proficiency
5236,Well-honed skills
5237,Bachelor degree
5238,scalable software design
5239,QA
5240,Bachelor's degree
5241,especially REST/JSON APIs
5242,GraphQL
5243,operationalization
5244,ML
5245,accelerators
5246,scalable architectures
5247, Proficiency
5248,Python
5249,open source microservices architecture
5250,Docker
5251,Kubeflow
5252,"e.g., Applied Mathematics"
5253, Certifications
5254,a cloud service provider
5255,the Microsoft Azure Data Stack
5256,Azure Data Lake
5257,Azure data migration patterns
5258,Azure DevOps experience
5259,large engagements
5260,feasibility
5261,QA
5262,Bachelor's degree
5263,especially REST/JSON APIs
5264,GraphQL
5265,QA
5266,Leverage experience developing software
5267,Bachelor's Degree
5268,Scrum
5269,mappings
5270,prototypes
5271,data integrations
5272,Salesforce Marketing Cloud
5273,Braze
5274,BigQuery
5275,Redshift
5276,Movable Ink
5277,SFTP
5278,Webhooks
5279,Quality Assurance and data validation procedures
5280,Bachelor's degree
5281,APIs
5282,REST APIs
5283,SOAP APIs
5284,marketing automation platforms
5285,preferably Braze
5286,Salesforce Marketing Cloud
5287,Leanplum
5288,Google Analytics Experience
5289,Exceptional communicator
5290,an elastic big data analytics platform
5291,the AWS cloud
5292,"extremely high-volume, fault-tolerant, scalable backend systems"
5293,reliability
5294,our backend systems
5295,its robustness
5296,terabytes
5297,Kafka
5298,K8S
5299,RDS
5300,ElasticSearch
5301,Cassandra
5302, B.S
5303,Scala
5304, Algorithms
5305,interdependencies
5306,the consultative or leadership responsibilities
5307,": FreeSyncTM, HDR, high resolution displays"
5308,driver maintainability
5309,testability
5310,iterative refinement
5311,our homegrown application and business technology systems
5312,the force.com platform
5313,Apex
5314,Salesforce sales cloud and service cloud experience
5315,Apex
5316, Salesforce Platform Developer
5317,Snaplogic
5318,Workato
5319,APIs
5320, Thorough understanding
5321,Microservices
5322,scalability
5323,Elixir
5324,Ruby
5325,Erlang
5326,highly scalable Microservices
5327,OAuth
5328,Ideally Elixir
5329,other cloud environments
5330,scalable new and current backend systems
5331,Elixir
5332,any gaps
5333,Disciplined approach
5334,GraphQL and/or Apollo Client
5335,scalability
5336,Apollo
5337,GraphQL
5338,Integration and API experience
5339,Twilio
5340,highly scalable Microservices
5341,Disciplined approach
5342,Salesforce.com
5343,middleware
5344,the SFDC stack
5345,Bachelor’s degree
5346,Salesforce Certified Platform Developer I
5347,the force.com platform
5348,Apex Triggers
5349,LWC
5350,application integration patterns
5351,SFDC
5352,premise
5353,Zuora
5354,Eloqua
5355,Oracle
5356,Bootstrap
5357,Salesforce.com
5358,dashboards
5359,Salesforce.com
5360,"Excellent problem-solving, analytical and investigative skills"
5361,preferably a period
5362,Enterprise application/integration experience
5363,howto
5364,Web Service/Rest API/SOAP API integration experience
5365,ELK
5366,TICK
5367,Prometheus
5368,Splunk
5369,SolarWinds
5370,AppDynamics
5371,Database user background - Oracle/MySQL/MSSQL/PostgreSQL
5372,troubleshooting purposes
5373,datafixes
5374,Kafka
5375,Confluent Cloud experience
5376,JSON
5377,Waterfall
5378,any SDLC
5379,Apex
5380,highly scalable and available innovative systems
5381,Mentor
5382,working proofs
5383,maintainability
5384,distributed cloud-native applications
5385,Microservices
5386,Excellent analytical and problem-solving skills
5387,a great communicator
5388,Proficiency
5389,Microservices
5390,GraphQL
5391,Scrum
5392,Kanban
5393,Familiarity
5394,Docker
5395,highly scalable and available innovative systems
5396,Mentor
5397,working proofs
5398,maintainability
5399,distributed cloud-native applications
5400,Microservices
5401,Excellent analytical and problem-solving skills
5402,a great communicator
5403,Proficiency
5404,Microservices
5405,GraphQL
5406,Scrum
5407,Kanban
5408,Familiarity
5409,Docker
5410,highly scalable and available innovative systems
5411,Mentor
5412,working proofs
5413,maintainability
5414,distributed cloud-native applications
5415,Microservices
5416,Excellent analytical and problem-solving skills
5417,a great communicator
5418,Proficiency
5419,Microservices
5420,GraphQL
5421,Scrum
5422,Kanban
5423,Familiarity
5424,Docker
5425,highly scalable and available innovative systems
5426,Mentor
5427,working proofs
5428,maintainability
5429,distributed cloud-native applications
5430,Microservices
5431,Excellent analytical and problem-solving skills
5432,a great communicator
5433,Proficiency
5434,Microservices
5435,GraphQL
5436,Scrum
5437,Kanban
5438,Familiarity
5439,Docker
5440,highly scalable and available innovative systems
5441,Mentor
5442,working proofs
5443,maintainability
5444,distributed cloud-native applications
5445,Microservices
5446,Excellent analytical and problem-solving skills
5447,a great communicator
5448,Proficiency
5449,Microservices
5450,GraphQL
5451,Scrum
5452,Kanban
5453,Familiarity
5454,Docker
5455,highly scalable and available innovative systems
5456,Mentor
5457,working proofs
5458,maintainability
5459,distributed cloud-native applications
5460,Microservices
5461,Excellent analytical and problem-solving skills
5462,a great communicator
5463,Proficiency
5464,Microservices
5465,GraphQL
5466,Scrum
5467,Kanban
5468,Familiarity
5469,Docker
5470,highly scalable and available innovative systems
5471,Mentor
5472,working proofs
5473,maintainability
5474,distributed cloud-native applications
5475,Microservices
5476,Excellent analytical and problem-solving skills
5477,a great communicator
5478,Proficiency
5479,Microservices
5480,GraphQL
5481,Scrum
5482,Kanban
5483,Familiarity
5484,Docker
5485,Mentor
5486,deadlines
5487,inception
5488,managing backlogs
5489,sprints
5490,Jira
5491,Instructional design experience
5492,Markdown
5493,CentOS / RHEL
5494,scripting abilities
5495,vmware / openstack
5496,advance architectures
5497,Logicmonitor/Grafana/Prometheus
5498,APM
5499,kafka
5500,puppet
5501,APM
5502,docker images
5503,Gitlab
5504,Observability requirements
5505,Shotgrid
5506,our proprietary production software
5507,video tutorials
5508,Shotgrid API tracking software
5509,Python
5510,Mongo
5511,MySql
5512,REST API’s and micro-services architecture
5513,proprietary or 3rd party automation systems
5514,deadlines
5515,PyQt
5516,PySide
5517,a AAA game
5518,Data Lake and digital platform capabilities
5519,cloud offerings
5520,AHMS
5521,a full software stack
5522,cloud environments
5523,appropriate security mechanisms
5524,all flavors- PostGresSQL
5525,Timeseries
5526,Lead data platform governance
5527,internal data compliance processes
5528,Data Lake and digital platform capabilities
5529,cloud offerings
5530,AHMS
5531,a full software stack
5532,cloud environments
5533,appropriate security mechanisms
5534,all flavors- PostGresSQL
5535,Timeseries
5536, Lead data platform governance
5537,internal data compliance processes
5538,Shells
5539,Shell scripting basics
5540,any one programming language- Java
5541,Ruby
5542,Python
5543,SDLC
5544,premise
5545,Python
5546,PowerBI
5547,Tableau
5548,scalable software
5549,familiarity
5550,Python
5551,node.js
5552,Docker
5553, Bachelor’s degree
5554,VPN / VPC environments
5555,Shells
5556,Shell scripting basics
5557,any one programming language- Java
5558,Ruby
5559,Python
5560,SDLC
5561,premise
5562,Python
5563,PowerBI
5564,Tableau
5565,scalable software
5566,familiarity
5567,Python
5568,node.js
5569,Docker
5570,Bachelor’s degree
5571,VPN / VPC environments
5572,sprint commitments
5573,stakeholders
5574,obstacles
5575,the stewardship
5576,QA
5577,troubleshooting skills
5578,relational database technology
5579,stored procedures
5580,triggers
5581,constrains
5582,Appium
5583,Bachelor’s Degree or College Diploma
5584,Bachelor's degree
5585,Incumbent
5586,ETL
5587,ELT
5588,Jenkins
5589,GitLab runner
5590,Big data implementations
5591,Apache stack
5592,Strong Relational Data Base experience
5593,Oracle
5594,Aggregations
5595,KPIs
5596,Unstructured Data
5597,mainly Airflow
5598,Advanced Analytics Models implementations
5599,"a Hybrid Environment, Oracle, and Big Data environments"
5600,specifications
5601,system specifications
5602,applications design specifications
5603,detailed systems design specifications
5604,ADaM datasets
5605,datasets
5606,all statistical outputs
5607,internal and client statisticians
5608,timelines
5609,SOPs
5610,mentoring
5611,BSc
5612,MSc
5613,Biostatistics
5614,SAS
5615,routine and occasionally complex analytical skills
5616,ADaM datasets
5617,datasets
5618,all statistical outputs
5619,internal and client statisticians
5620,timelines
5621,SOPs
5622,mentoring
5623,BSc
5624,MSc
5625,Biostatistics
5626,SAS
5627,routine and occasionally complex analytical skills
5628,ADaM datasets
5629,datasets
5630,all statistical outputs
5631,internal and client statisticians
5632,timelines
5633,SOPs
5634,mentoring
5635,BSc
5636,MSc
5637,Biostatistics
5638,SAS
5639,routine and occasionally complex analytical skills
5640,Fluency
5641,system performance optimizations
5642,system/traffic profiling
5643,performance-oriented data structure/algorithm development
5644,high performance networked systems
5645,DPDK
5646,VPP
5647,threading
5648,a Linux and/or embedded systems environment
5649,LANs
5650,kernel
5651,IPC mechanisms
5652,containerization
5653,docker
5654,lxc
5655,core network protocols
5656,DNS
5657,DHCP
5658,ARP
5659,Proficiency
5660,QAT
5661,Proficiency
5662,other L3/L7 and DPI security schemes
5663,Yocto
5664,system performance optimizations
5665,system/traffic profiling
5666,performance-oriented data structure/algorithm development
5667,networked systems
5668,DPDK
5669,VPP
5670,threading
5671,a Linux and/or embedded systems environment
5672,LANs
5673,both kernel
5674,userspace
5675,Familiarity
5676,core network protocols
5677,DNS
5678,DHCP
5679,(BGP/OSPF
5680,VPN
5681,IPv4
5682,Proficiency
5683,QAT
5684,Proficiency
5685,network security fundamentals
5686,Yocto
5687,OAuth
5688,login
5689,Ruby
5690,Rails
5691,Postgres
5692,a strong leading individual contributor
5693,Redux
5694,Ruby
5695,Python
5696,core network protocols
5697,VLAN
5698,BGP
5699,IPv6
5700,automation testing
5701,scalability
5702,Ixia
5703,Spirent
5704,Wifi / Cellular testing experience
5705,Docker
5706,ESXi
5707,Xen
5708,Jenkins
5709,gitlab
5710,gerrit
5711,JIRA
5712,a strong servant-leadership management style
5713,an individual contributor
5714,a mastery
5715,"a near-term, executable plan"
5716,APIs
5717,cryptocurrency
5718,Rust
5719,Elixir
5720,Rust
5721,reliability
5722,scaling
5723,new and current frontend and/or backend systems
5724,a problem solver
5725,algorithms
5726,Disciplined approach
5727,GraphQL and/or Apollo Client
5728,Frontend
5729,architectural patterns
5730,"e.g., well-designed APIs"
5731,efficient algorithms
5732,Solutions Azure Cloud
5733,Développement Back End
5734,Conteneurisation
5735,MsSQL
5736,PostgresSQL
5737,RESTful APIs
5738,OOP
5739,es6
5740,+
5741,Strong TypeScript skills
5742,Strong Node.js skills
5743,Familiarity
5744,Familiarity
5745,Postman
5746,Familiarity
5747,Docker
5748,Familiarity
5749,Familiarity
5750,Elasticsearch
5751,Kibana
5752,Familiarity
5753,DynamoDB
5754,MongoDB
5755,standard AWS technologies
5756,SQS
5757,CloudWatch
5758,disciplined software development
5759,"highly scalable, reusable and resilient APIs"
5760,RESTful services
5761,TypeScript
5762,Node.js
5763,Elasticsearch
5764,a multitude
5765,AWS services
5766,the current backlog
5767,bug fixes
5768,RDBMS
5769,Agile Software Development
5770,CICD
5771,", Shell scripting"
5772,Aptitude
5773,periodic basis
5774,Python
5775,Perl
5776,documented specifications
5777,minimal supervision
5778,Cloud testingTeradata Database Knowledge
5779,advance certifications
5780,software development methodologies
5781,Interoperability
5782,stakeholders
5783,budgets
5784,competence
5785,professional qualification
5786,an inclusive culture
5787,a senior contributor
5788,Spill
5789,Spill
5790,reliability
5791,tactical radio systems
5792,the PEO
5793,the evolving AMCS architecture
5794,the efficacy
5795,the Army initiatives
5796,the fielding
5797,a Secret Clearance
5798,a B.A. degree
5799,AUTOSAR components
5800,Lauterbach
5801,corrective action definitions
5802,FD
5803,Flex Ray
5804,Bachelor's degree
5805,automotive embedded software development
5806,AUTOSAR components
5807,Familiarity
5808,an ASPICE environment
5809,wireframes
5810,high-fidelity mockups
5811,all stakeholders
5812,testing automation
5813,each increment
5814,grooming
5815,team retrospectives
5816,inception
5817,architecture diagrams
5818,Aptitude
5819,no supervision
5820,supervision
5821,Mentor
5822,Quarterly Architecture Summits
5823,OOD
5824,analysisApplication
5825,resilience
5826,maintainability
5827,behavior-driven testing techniques
5828,Bachelor’s Degree
5829,CSS3
5830,React.js
5831,TypeScript
5832,Bootstrap
5833,MUI
5834,Wretch
5835,React-router-dom
5836,recoil
5837,recharts
5838,Figma
5839,Invision
5840,Sigma
5841,Storyboard
5842,CX
5843,RESTful APIs
5844,jQuery
5845,Agile Management Tools
5846,i.e. Confluence
5847,JIRA
5848,VersionOne
5849,algorithms
5850,OOP / OOAD principles
5851,Spring/Maven/Jersey
5852,REST APIs
5853,firmware and software requirements
5854,testability
5855,complex test infrastructure and automation frameworks
5856,Python
5857,various complex requirements/specifications
5858,initial triage
5859,Jira
5860,spectrum analyzers
5861,oscilloscopes
5862, (Desirable) – Some exposure
5863,rf & communication systems
5864,complex certification requirements
5865,a BS/MS
5866,ServiceNow Developer Responsibilities
5867,ServiceNow
5868,installing
5869,ServiceNow applications
5870,ServiceNow
5871,ServiceNow Applications
5872,methodologies
5873,extensibility
5874,ServiceNow Service Catalog
5875,CMS
5876,ServiceNow
5877,CSS
5878,ServiceNow's ITSM service catalog
5879,Strong analytical and problem-solving skills
5880,ServiceNow
5881,Willingness
5882,all scripted aspects
5883,the ServiceNow system
5884,ServiceNow client
5885,the ServiceNow APIs
5886,AJAX
5887,ServiceNow
5888,DOM
5889,ServiceNow ITSM modules - Incident Management
5890,the ServiceNow schema
5891,ServiceNow
5892,AJAX
5893,CSS
5894,network protocols
5895,Excellent troubleshooting skills
5896,a consultative fashion
5897,stakeholders
5898,ServiceNow platform capabilities
5899,ServiceWatch
5900,Python
5901,Perl
5902,Unix Shell
5903,"e.g. MySQL, Oracle"
5904,ITIL
5905,CMDB
5906,ServiceNow's ServiceWatch and/or Discovery tools
5907,Java / J2EE web (UI) applications
5908,requirement gathering
5909,clarification
5910,postproduction supports
5911,POC
5912,J2EE
5913,(EXTJS/Angular
5914,Understanding basics
5915,troubleshooting
5916,onboarding
5917,CSRs
5918,reliability
